NODE,Total Profit ($)
PGEB_2_PDRP81-APND,-0.43712362500000024
PGEB_2_PDRP79-APND,-0.43712362500000024
PGEB_2_PDRP64-APND,-0.43712362500000024
PGEB_2_PDRP78-APND,-0.43712362500000024
PGEB_2_PDRP77-APND,-0.43712362500000024
PGEB_2_PDRP76-APND,-0.43712362500000024
PGEB_2_PDRP74-APND,-0.43712362500000024
PGEB_2_PDRP27-APND,-0.43712362500000024
PGEB_2_PDRP71-APND,-0.43712362500000024
PGEB_2_PDRP70-APND,-0.43712362500000024
PGEB_2_PDRP69-APND,-0.43712362500000024
PGEB_2_PDRP68-APND,-0.43712362500000024
PGEB_2_PDRP67-APND,-0.43712362500000024
PGEB_2_PDRP66-APND,-0.43712362500000024
PGEB_2_PDRP65-APND,-0.43712362500000024
PGEB_2_PDRP28-APND,-0.43712362500000024
PGEB_2_PDRP40-APND,-0.43712362500000024
PGEB_2_PDRP26-APND,-0.43712362500000024
PGEB_2_PDRP25-APND,-0.43712362500000024
PGEB_2_PDRP04-APND,-0.43712362500000024
PGEB_2_PDRP05-APND,-0.43712362500000024
PGEB_2_PDRP08-APND,-0.43712362500000024
PGEB_2_PDRP09-APND,-0.43712362500000024
PGEB_2_PDRP10-APND,-0.43712362500000024
PGEB_2_PDRP100-APND,-0.43712362500000024
PGEB_2_PDRP101-APND,-0.43712362500000024
PGEB_2_PDRP102-APND,-0.43712362500000024
PGEB_2_PDRP103-APND,-0.43712362500000024
PGEB_2_PDRP104-APND,-0.43712362500000024
PGEB_2_PDRP105-APND,-0.43712362500000024
PGEB_2_PDRP107-APND,-0.43712362500000024
PGEB_2_PDRP108-APND,-0.43712362500000024
PGEB_2_PDRP111-APND,-0.43712362500000024
PGEB_2_PDRP112-APND,-0.43712362500000024
PGEB_2_PDRP113-APND,-0.43712362500000024
PGEB_2_PDRP12-APND,-0.43712362500000024
PGEB_2_PDRP13-APND,-0.43712362500000024
PGEB_2_PDRP15-APND,-0.43712362500000024
PGEB_2_PDRP21-APND,-0.43712362500000024
PGEB_2_PDRP22-APND,-0.43712362500000024
PGEB_2_PDRP23-APND,-0.43712362500000024
PGEB_2_PDRP24-APND,-0.43712362500000024
TH_NP15_GEN-APND,-0.4529608499999998
POD_BLACK_7_UNIT 2-APND,-0.46709572999999976
POD_BLACK_7_UNIT 1-APND,-0.46709572999999976
DLAP_PGAE-APND,-0.4672198150000001
POD_ZOND_6_UNIT-APND,-0.4700991850000001
POD_ELKCRK_6_STONYG-APND,-0.4725931899999998
SLAP_PGSI-APND,-0.48061490000000007
PGST_2_PDRP14-APND,-0.4830136850000002
PGST_2_PDRP37-APND,-0.4830136850000002
PGST_2_PDRP10-APND,-0.4830136850000002
PGST_2_PDRP11-APND,-0.4830136850000002
PGST_2_PDRP13-APND,-0.4830136850000002
PGST_2_PDRP15-APND,-0.4830136850000002
PGST_2_PDRP33-APND,-0.4830136850000002
PGST_2_PDRP34-APND,-0.4830136850000002
PGST_2_PDRP16-APND,-0.4830136850000002
PGST_2_PDRP17-APND,-0.4830136850000002
PGST_2_PDRP30-APND,-0.4830136850000002
PGST_2_PDRP36-APND,-0.4830136850000002
PGST_2_PDRP08-APND,-0.4830136850000002
PGST_2_PDRP38-APND,-0.4830136850000002
PGST_2_PDRP39-APND,-0.4830136850000002
PGST_2_PDRP40-APND,-0.4830136850000002
PGST_2_PDRP42-APND,-0.4830136850000002
PGST_2_PDRP49-APND,-0.4830136850000002
PGST_2_RDRR01-APND,-0.4830136850000002
PGST_2_PDRP35-APND,-0.4830136850000002
PGST_2_PDRP09-APND,-0.4830136850000002
PGST_2_PDRP01-APND,-0.4830136850000002
PGST_2_PDRP07-APND,-0.4830136850000002
PGST_2_PDRP32-APND,-0.4830136850000002
PGST_2_PDRP05-APND,-0.4830136850000002
PGST_2_PDRP31-APND,-0.4830136850000002
PGST_2_PDRP04-APND,-0.4830136850000002
PGST_2_PDRP03-APND,-0.4830136850000002
DGAP_NEVP-APND,-0.48312374000000013
SLAP_PGNB-APND,-0.48855679999999996
SANTFG_7_UNITS-APND,-0.4893856050000001
POD_GEYS20_7_UNIT20-APND,-0.49568599499999966
POD_SANTFG_7_UNITS-APND,-0.49568599499999966
POD_NCPA_7_GP1UN2-APND,-0.49568599499999966
POD_NCPA_7_GP1UN1-APND,-0.49568599499999966
POD_SMUDGO_7_UNIT 1-APND,-0.49568599499999966
POD_GEYS18_7_UNIT18-APND,-0.49568599499999966
POD_GEYS13_7_UNIT13-APND,-0.49568599499999966
PGNB_2_PDRP20-APND,-0.4957039349999998
PGNB_2_PDRP19-APND,-0.4957039349999998
PGNB_2_PDRP41-APND,-0.4957039349999998
PGNB_2_PDRP17-APND,-0.4957039349999998
PGNB_2_PDRP16-APND,-0.4957039349999998
PGNB_2_PDRP22-APND,-0.4957039349999998
PGNB_2_PDRP36-APND,-0.4957039349999998
PGNB_2_PDRP43-APND,-0.4957039349999998
PGNB_2_PDRP37-APND,-0.4957039349999998
PGNB_2_PDRP21-APND,-0.4957039349999998
PGNB_2_PDRP06-APND,-0.4957039349999998
PGNB_2_PDRP25-APND,-0.4957039349999998
PGNB_2_PDRP26-APND,-0.4957039349999998
PGNB_2_PDRP101-APND,-0.4957039349999998
PGNB_2_PDRP03-APND,-0.4957039349999998
PGNB_2_PDRP02-APND,-0.4957039349999998
PGNB_2_PDRP44-APND,-0.4957039349999998
PGNB_2_PDRP33-APND,-0.4957039349999998
PGNB_2_PDRP15-APND,-0.4957039349999998
PGNB_2_PDRP10-APND,-0.4957039349999998
PGNB_2_PDRP32-APND,-0.4957039349999998
PGNB_2_PDRP31-APND,-0.4957039349999998
PGNB_2_PDRP30-APND,-0.4957039349999998
PGNB_2_PDRP29-APND,-0.4957039349999998
PGNB_2_PDRP34-APND,-0.4957039349999998
PGNB_2_PDRP28-APND,-0.4957039349999998
PGNB_2_PDRP35-APND,-0.4957039349999998
PGNB_2_PDRP27-APND,-0.4957039349999998
PGNB_2_PDRP12-APND,-0.4957039349999998
PGNB_2_PDRP42-APND,-0.4957039349999998
OGPP_2_OG-APND,-0.49956850999999997
PIT5_7_PL3X4-APND,-0.5023186199999998
PIT5_7_PL1X2-APND,-0.5033508600000001
PIT4_7_PL1X2-APND,-0.5043220350000002
RUSSELL_2_SOLANO1-APND,-0.5083515199999997
SPICER_1_UNITS-APND,-0.51020233
POD_LMBEPK_2_UNITA1-APND,-0.5130411049999999
POD_LMBEPK_2_UNITA2-APND,-0.5130411049999999
POD_LMBEPK_2_UNITA3-APND,-0.5130411049999999
POD_SKERN_6_SOLAR1-APND,-0.516107235
POD_SKERN_6_SOLAR2-APND,-0.516107235
POD_RVRVEW_1_UNITA1-APND,-0.5199722699999998
POD_GATWAY_2_PL1X3-APND,-0.5209650650000002
GATWAY_2_PL1X3-APND,-0.5210196899999999
DC_INTMNT-APND,-0.52147877
DC_INTMTN_BURB-APND,-0.52147877
DC_INTMTN_GLEN-APND,-0.52147877
DC_INTMTN_LADWP-APND,-0.52147877
POD_PIT5_7_PL3X4-APND,-0.52191278
POD_COVERD_2_MCKHY1-APND,-0.52191278
POD_PIT4_7_PL1X2-APND,-0.52191278
POD_PIT5_7_PL1X2-APND,-0.52191278
POD_COVERD_2_HCKHY1-APND,-0.52191278
POD_PIT7_7_UNIT 2-APND,-0.52191278
POD_PIT6_7_UNIT 1-APND,-0.52191278
POD_PIT7_7_UNIT 1-APND,-0.52191278
POD_PIT6_7_UNIT 2-APND,-0.52191278
POD_VACADX_1_UNITA1-APND,-0.5292369000000001
KELSO_2_UNITS-APND,-0.5364187650000005
POD_USWND2_1_WIND3-APND,-0.5372098500000004
POD_USWND2_1_WIND1-APND,-0.5372098500000004
POD_USWND2_1_WIND2-APND,-0.5372098500000004
POD_SMPRIP_1_SMPSON-APND,-0.5373513000000001
POD_HATCR1_7_UNIT-APND,-0.53888287
POD_FT CHUR_7_UNIT 1-APND,-0.54098921
POD_FT CHUR_7_UNIT 2-APND,-0.54098921
POD_COLUSA_2_PL1X3-APND,-0.5415147599999999
SLAP_PGNP-APND,-0.5436405349999998
TRACY_7_UNITS 4-5-APND,-0.54398289
POD_TRACY_7_UNIT 3-APND,-0.5440140550000001
COLUSA_2_PL1X3-APND,-0.5440560300000004
CLAP_HWP1-APND,-0.5442571649999999
LODIEC_2_PL1X2-APND,-0.5453523100000002
PGNP_2_PDRP39-APND,-0.5467388649999997
PGNP_2_PDRP16-APND,-0.5467388649999997
PGNP_2_PDRP11-APND,-0.5467388649999997
PGNP_2_PDRP40-APND,-0.5467388649999997
PGNP_2_PDRP10-APND,-0.5467388649999997
PGNP_2_PDRP23-APND,-0.5467388649999997
PGNP_2_PDRP34-APND,-0.5467388649999997
PGNP_2_PDRP31-APND,-0.5467388649999997
PGNP_2_PDRP30-APND,-0.5467388649999997
PGNP_2_PDRP41-APND,-0.5467388649999997
PGNP_2_PDRP17-APND,-0.5467388649999997
PGNP_2_PDRP29-APND,-0.5467388649999997
PGNP_2_PDRP28-APND,-0.5467388649999997
PGNP_2_PDRP27-APND,-0.5467388649999997
PGNP_2_PDRP26-APND,-0.5467388649999997
PGNP_2_PDRP25-APND,-0.5467388649999997
PGNP_2_PDRP24-APND,-0.5467388649999997
PGNP_2_PDRP18-APND,-0.5467388649999997
PGNP_2_PDRP19-APND,-0.5467388649999997
PGNP_2_PDRP22-APND,-0.5467388649999997
PGNP_2_PDRP09-APND,-0.5467388649999997
PGNP_2_PDRP03-APND,-0.5467388649999997
PGNP_2_PDRP42-APND,-0.5467388649999997
PGNP_2_PDRP02-APND,-0.5467388649999997
PGNP_2_RDRR03-APND,-0.5467388649999997
PGNP_2_RDRR02-APND,-0.5467388649999997
PGNP_2_PDRP60-APND,-0.5467388649999997
PGNP_2_PDRP58-APND,-0.5467388649999997
PGNP_2_PDRP56-APND,-0.5467388649999997
PGNP_2_PDRP55-APND,-0.5467388649999997
PGNP_2_PDRP54-APND,-0.5467388649999997
PGNP_2_PDRP53-APND,-0.5467388649999997
PGNP_2_PDRP50-APND,-0.5467388649999997
PGNP_2_PDRP08-APND,-0.5467388649999997
PGNP_2_PDRP49-APND,-0.5467388649999997
PGNP_2_PDRP20-APND,-0.5467388649999997
PGNP_2_PDRP48-APND,-0.5467388649999997
PGNP_2_PDRP45-APND,-0.5467388649999997
PGNP_2_PDRP07-APND,-0.5467388649999997
PGNP_2_PDRP43-APND,-0.5467388649999997
PGNP_2_PDRP44-APND,-0.5467388649999997
PGNP_2_PDRP47-APND,-0.5467388649999997
PGNP_2_PDRP04-APND,-0.5467388649999997
PGNP_2_PDRP05-APND,-0.5467388649999997
PGNP_2_PDRP46-APND,-0.5467388649999997
PGNP_2_PDRP21-APND,-0.5467388649999997
POD_GYSRVL_7_WSPRNG-APND,-0.5471035300000004
W TRACY_7_UNITS 8-10-APND,-0.5478085950000005
POD_CUYAMS_6_CUYSR1-APND,-0.5485289549999997
POD_DSABLA_7_UNIT-APND,-0.54853827
POD_WESTPT_2_UNIT-APND,-0.5496404299999997
ELAP_TIDC-APND,-0.5504958
HICKMAN_7_PLANT-APND,-0.5509078449999998
CLAP_HWP2-APND,-0.5513338049999996
INTKEP_2_UNITS-APND,-0.5526100749999996
POD_HATCR2_7_UNIT-APND,-0.5540217000000001
TURLLAKE_7_PLANT-APND,-0.5544975699999999
WALNUTEC_1_UNITS-APND,-0.5550911999999998
WOODLAND_7_WGSUNIT3-APND,-0.5554602350000002
WOODLAND_7_WGSUNIT2-APND,-0.5555042800000001
DGAP_TIDC-APND,-0.5555081900000002
CLAP_BANCMID-APND,-0.5558223699999996
POD_TKOPWR_6_HYDRO-APND,-0.5562093449999996
LAGRANGE_6_PLANT-APND,-0.5562740900000005
PARDEB_6_UNITS-APND,-0.558822835
PIT3_7_PL1X3-APND,-0.5590112049999998
SALTSP_7_UNITS-APND,-0.56053047
POD_MALCHQ_7_UNIT 1-APND,-0.5612669300000003
POD_PIT1_7_UNIT 2-APND,-0.5612669300000003
POD_PIT1_7_UNIT 1-APND,-0.5612669300000003
CIG_6_PL-APND,-0.5615092349999997
RPEAK_6_UNITS-APND,-0.5616585050000001
CLAP_BANCRSVL-APND,-0.5617256649999997
ELAP_BANC-APND,-0.5618249100000003
CLAP_BANCSMUD-APND,-0.5618319250000001
NHOGAN_6_UNITS-APND,-0.5618706799999998
POD_PIT3_7_PL1X3-APND,-0.5618928750000001
FOLSOM_7_UNITS-APND,-0.5619399099999998
POD_COLEMN_2_UNIT-APND,-0.5619655549999998
SMDD_ASR-APND,-0.5622152199999999
SMDC_ASR-APND,-0.5622152199999999
SMDB_ASR-APND,-0.5622152199999999
SMDG_ASR-APND,-0.5622152199999999
SMD4_ASR-APND,-0.5622152199999999
SMD2_ASR-APND,-0.5622152199999999
SMDA_ASR-APND,-0.5622152199999999
SMD7_ASR-APND,-0.5622152199999999
SMD6_ASR-APND,-0.5622152199999999
SMD5_ASR-APND,-0.5622152199999999
SMDH_ASR-APND,-0.5622152199999999
SMD8_ASR-APND,-0.5622152199999999
SMD9_ASR-APND,-0.5622152199999999
DGAP_BNBA-APND,-0.5623151550000001
POD_PGG_2_PKR-APND,-0.562327
PGG_2_PL-APND,-0.5625399800000002
REP_6_UNITS-APND,-0.5626845349999999
SMD1_ASR-APND,-0.5630960049999996
POD_SALTSP_7_UNITS-APND,-0.5643258149999999
CLAP_DOSMGO-APND,-0.5645042949999997
CSG_2_PL-APND,-0.5645924999999996
HYTTHM_2_UNITS-APND,-0.56486712
RP2_2_SOLAR-APND,-0.56510126
VALMY_7_UNITS-APND,-0.5651142549999999
CPP_2_PL-APND,-0.565403595
ONLLPP_6_UNITS-APND,-0.565483865
CLAP_HYTTHM-APND,-0.5658181700000005
POD_SLST13_2_SOLAR1-APND,-0.5661818000000005
POD_HYTTHM_2_UNITS-APND,-0.5662403349999998
WAPAMEEA2_OFF_ASR-APND,-0.5671149100000001
WAPAMEEA1_OFF_ASR-APND,-0.5671149100000001
WAPAMEEA3_OFF_ASR-APND,-0.5671149100000001
SLUISP_2_UNITS-APND,-0.5673367450000004
WAPAMEEA3_ON_ASR-APND,-0.5673610100000004
WAPAMEEA2_ON_ASR-APND,-0.5673610100000004
WAPAMEEA1_ON_ASR-APND,-0.5673610100000004
DGAP_BANC-APND,-0.5674688800000003
DC_CELILO-APND,-0.5693758100000001
DC_CELILO_LADWP-APND,-0.5693758100000001
DC_CELILO_BURB-APND,-0.5693758100000001
DC_CELILO_GLEN-APND,-0.5693758100000001
DGAP_TPWR-APND,-0.5697101149999999
CGAP_GCPD_MIDC-APND,-0.569906305
DGAP_GCPD-APND,-0.569906305
DGAP_BPAT-APND,-0.5699083749999997
CGAP_CHPD_MIDC-APND,-0.5699163099999999
CGAP_DOPD_MIDC-APND,-0.5699674849999997
DGAP_PGE-APND,-0.57001567
RDGPOWER_1_UNIT4-6-APND,-0.5701616049999998
DGAP_PSEI-APND,-0.570205305
POD_PARDEB_6_UNITS-APND,-0.5702082949999998
DGAP_SCL-APND,-0.5703119099999996
CLAP_BANCWASN-APND,-0.5709040450000002
DGAP_AVA-APND,-0.5709092200000001
CLAP_BANCRDNG-APND,-0.5710314650000002
KLAMB_BP_5_CC-APND,-0.57140211
KLAMB_BP_5_PEAKER-APND,-0.57140211
ELAP_AVRN-APND,-0.57140211
LOS_1_LSTCR_PH_PLANT-APND,-0.5717538949999998
DGAP_NWMT-APND,-0.5722375849999999
CAR_1_CARMEN_S_PLANT-APND,-0.572496105
CGR_1_COUGAR_PLANT-APND,-0.572496105
GPR_1_GRN_PETE_PLANT-APND,-0.5725287650000003
FOS_1_FOSTER_PLANT-APND,-0.5725287650000003
PNP-RBP_2_PELRB-APND,-0.5725306049999999
LOP_1_LOOKOTPT_PLANT-APND,-0.5725421049999999
LBG_6_LEABURG_PLANT-APND,-0.5725421049999999
HCR_1_HILLS_CR_PLANT-APND,-0.5725513050000001
DET_2_DETROIT_PLANT-APND,-0.5725840800000003
CALGEN_1_UNITS-APND,-0.5728087900000003
ELAP_PGE-APND,-0.57283777
PHP_7_UNIT1-2-APND,-0.5728480050000002
MDF_7_MIDLFRK_PLANT-APND,-0.5728480050000002
WSH_1_WESTSIDEHYD-APND,-0.5728507650000003
CWP_1_CONDWIND_PLANT-APND,-0.5728946950000002
RVL_1_WHITECRK_PLANT-APND,-0.5729091849999997
GLD_2_UNITS-APND,-0.5729339099999996
KLNDSCHL_2_K3-APND,-0.5729398900000002
WFD_2_ENERGIZE_PLANT-APND,-0.5729581749999999
HWP_2_WHITECRK_PLANT-APND,-0.5729644999999997
TUOLUMNE_2_TW-APND,-0.5729644999999997
WCW_2_WHITECRK_PLANT-APND,-0.5729644999999997
CYP1_5_CARTY1-APND,-0.5729644999999997
SHW_2_SHEPDSCC_PLANT-APND,-0.5729700199999996
NHW_2_SHEPDSNC_PLANT-APND,-0.5729700199999996
HBW_2_SHEPDSSC_PLANT-APND,-0.5729700199999996
DGAP_AVRN-APND,-0.5729735849999997
LVF_1_FIBRE89_PLANT-APND,-0.5729791049999997
PWP2_2_RECIP1-6-APND,-0.5729893400000002
LWRCOL_5_ABC_ORA-APND,-0.5729961249999997
LWRCOL_5_APR_ORA-APND,-0.5729961249999997
LWRCOL_5_BASE_ORA-APND,-0.5729961249999997
LWRCOL_5_CR-APND,-0.5729961249999997
PWP1_2_PORTWEST1-APND,-0.573025105
MTF_2_UNITS-APND,-0.5730452299999999
PWP2_2_RECIP7-12-APND,-0.5730452299999999
CZF_2_COWFALLS_PLANT-APND,-0.5730665050000001
CSF_1_HIGHLNDS_PLANT-APND,-0.5730665050000001
GHE_2_GRAYS_H_PLANT-APND,-0.5730665050000001
COYOTESP_5_GEN_CC-APND,-0.5730665050000001
MAYFIELD_7_GEN-APND,-0.5730665050000001
WH2_2_CHEM_WE4_PLANT-APND,-0.5730709899999996
BRP1_2_BEAVER1-7-APND,-0.5730797299999998
CSP1_5_COYOTE1-APND,-0.5731223950000002
LEANJUN2_2_LJ2-APND,-0.5731223950000002
ELAP_BPAT-APND,-0.573137115
WRW_2_BLUERDG_PLANT-APND,-0.573193005
ELAP_TPWR-APND,-0.57325844
POD_COLVIL_7_PL1X2-APND,-0.57327661
CEDARFLS_1_AGGGEN-APND,-0.573315135
ELAP_SCL-APND,-0.573315135
SG_1_UNITS-APND,-0.573315135
GPS_1_GOOSE_PR_PLANT-APND,-0.5733333049999998
WESTROCK_1_BKS-APND,-0.5733603299999999
ELAP_PSEI-APND,-0.5733603299999999
CUSHMAN_7_GEN-APND,-0.5733603299999999
LAGRANDE_7_GEN1_4-APND,-0.5733603299999999
ELAP_BCHA-APND,-0.57336585
BCHA_5_PWXAVR-APND,-0.5733712549999996
MIDC_5_PGESHARE-APND,-0.5733784999999999
MIDC_7_GCPDPSESHARE-APND,-0.5733784999999999
DGAP_CHPD-APND,-0.5733885049999998
TXW_1_UNITS-APND,-0.5733885049999998
MIDC_7_CHPDPSESHARE-APND,-0.5734051799999997
HMJ_1_JACKSN_PLANT-APND,-0.5734264549999998
GORGE_2_AGGGEN-APND,-0.5734264549999998
BCHA_5_PWXNPR8-APND,-0.5734364600000001
BCHA_5_PWXNPR1-APND,-0.5734364600000001
BCHA_5_PWXNPR7-APND,-0.5734364600000001
BCHA_5_PWXNPR2-APND,-0.5734364600000001
BCHA_5_PWXAPR-APND,-0.5734364600000001
DGAP_BCHA-APND,-0.5734364600000001
CDR_1_CHANDLER_PLANT-APND,-0.5734396799999997
ESR_1_UNITS-APND,-0.5734396799999997
SMS_1_UNITS-APND,-0.5734396799999997
FER_1_UNITS-APND,-0.5734396799999997
MIDC_7_DOPDPGESHARE-APND,-0.5734396799999997
SUMMERFL_1_GEN_TOTAL-APND,-0.5734396799999997
UPRCOL_5_CR-APND,-0.5734673949999995
UPRCOL_5_ABC_ORA-APND,-0.5734673949999995
UPRCOL_5_APR_ORA-APND,-0.5734673949999995
UPRCOL_5_BASE_ORA-APND,-0.5734673949999995
TRW1_2_PLANT-APND,-0.573492465
LSW_2_PHALGLCH_PLANT-APND,-0.573492465
BCHA_5_PWXNPR6-APND,-0.5734928099999999
BCHA_5_PWXNPR5-APND,-0.5734928099999999
BCHA_5_PWXNPR4-APND,-0.5734928099999999
BCHA_5_PWXNPR3-APND,-0.5734928099999999
LWRSNK_5_APR_ORA-APND,-0.5734992499999998
LWRSNK_5_CR-APND,-0.5734992499999998
LWRSNK_5_BASE_ORA-APND,-0.5734992499999998
LWRSNK_5_ABC_ORA-APND,-0.5734992499999998
SHASTRD_7_UNITS-APND,-0.5735385799999999
STL_1_NINEMILE_PLANT-APND,-0.5736776149999999
BOX_CNYN_1_GEN_TOTAL-APND,-0.5738792100000001
KAISER_7_NCL-APND,-0.573896575
NINE_MI_1_GEN_TOTAL-APND,-0.57394177
ELAP_AVA-APND,-0.5739679900000001
LANCASTR_2_GEN_CC-APND,-0.5739679900000001
POST_FLS_1_GEN_TOTAL-APND,-0.5739679900000001
POPUD_1_NCL-APND,-0.5739693699999999
ALF_1_ALBENI_F_PLANT-APND,-0.5740590700000001
DWR_5_DWORSHAK_PLANT-APND,-0.5740750549999998
HRW_1_HOPKRIDG_PLANT-APND,-0.5740793099999999
DGAP_AESO-APND,-0.5740798849999997
CLEARWTR_1_GEN_TOTAL-APND,-0.5743922250000002
CLEARWTR_1_NCL-APND,-0.5743922250000002
LIB_2_LIBBY_PLANT-APND,-0.57440568
DGAP_WWA-APND,-0.5745089499999998
CAMCHE_1_PL1X3-APND,-0.5745203350000001
T_FALLS_7_TMPS-APND,-0.5745541449999998
HGH_2_HUNGRY_H_PLANT-APND,-0.5746482149999997
POD_INTKEP_2_UNITS-APND,-0.5746839800000001
KERR_1_SKQ-APND,-0.5748896000000001
COLVIL_7_PL1X2-APND,-0.57522356
DGAP_GWA-APND,-0.5752456399999999
FRFLD_WD_6_AGG-APND,-0.5752456399999999
CROOKEDF_1_CFALLS-APND,-0.5753007249999998
BLK_EGL_7_BEGL-APND,-0.5753514399999994
TIGRCK_7_UNITS-APND,-0.5754115850000003
POD_PAIGES_6_SOLAR-APND,-0.575672175
HOLTER_1_HLTR-APND,-0.5757190950000002
CANFERRY_1_CYFY-APND,-0.575972325
POD_SPICER_1_UNITS-APND,-0.576132405
POD_TIGRCK_7_UNITS-APND,-0.576132405
MSSHL100_1_MSG12-APND,-0.5761965749999995
ELAP_NWMT-APND,-0.5765599749999997
HCPR_2_TOT_GEN-APND,-0.5770887450000004
DGAP_IPCO-APND,-0.5771433699999999
SWPO_1_TOT_GEN-APND,-0.5774626100000001
MYSTIC_7_MYST-APND,-0.5775356350000002
CDPO_6_TOT_GEN-APND,-0.5788445650000003
POD_TBLMTN_6_QF-APND,-0.5791766849999997
POD_EXCLSG_1_SOLAR-APND,-0.5792748949999998
POD_NAROW2_2_UNIT-APND,-0.5792804150000004
LGPR_2_G011_G012-APND,-0.5793167550000002
CLAP_BANKPP-APND,-0.5797923950000001
DGAP_GRIF-APND,-0.5797923950000001
CLAP_SOTP-APND,-0.5797923950000001
CLAP_WWRSR1-APND,-0.5797923950000001
DGAP_HGMA-APND,-0.5797923950000001
DGAP_SPP-APND,-0.5797923950000001
DGAP_WAUW-APND,-0.580219505
LYPK_1_TOT_GEN-APND,-0.58043789
POD_ELECTR_7_PL1X3-APND,-0.5809348049999998
ELAP_IPCO-APND,-0.58129878
BSPO_1_TOT_GEN-APND,-0.5818759650000003
LSPR_1_TOT_GEN-APND,-0.5819006899999997
POD_ADMEST_6_SOLAR-APND,-0.5819764750000002
US12_1_TOT_A_GEN-APND,-0.5819940699999995
US34_1_TOT_B_GEN-APND,-0.5820392649999995
POD_EASTWD_7_UNIT-APND,-0.5825726349999998
TFPR_1_TOT_GEN-APND,-0.5828924500000003
SFPR_7_TOT_GEN-APND,-0.5828976250000002
MLPR_1_TOT_GEN-APND,-0.583653635
DGAP_DOPD-APND,-0.5841127150000001
MDPO_1_TOT_GEN-APND,-0.58500914
AFPR_1_TOT_GEN-APND,-0.5865047150000002
ELECTR_7_PL1X3-APND,-0.5878595299999996
ELAP_NEVP-APND,-0.5896527249999997
POD_GIFENS_6_BUGSL1-APND,-0.5898037200000001
POD_FRNTBW_6_SOLAR1-APND,-0.5904309299999997
POD_CRSTWD_6_KUMYAY-APND,-0.5912136199999998
DGAP_WACM-APND,-0.5912876800000002
DGAP_CISO-APND,-0.5939960449999998
POD_PMPJCK_1_SOLAR1-APND,-0.5941088599999997
WISHON_6_UNITS-APND,-0.594338515
DGAP_PSCO-APND,-0.5954484950000001
POD_WAUKNA_1_SOLAR2-APND,-0.5962342900000001
COVE_1_GEO-APND,-0.5968322900000003
POD_PMPJCK_1_RB2SLR-APND,-0.5975602399999997
SCHD_1_PDRP08-APND,-0.5988507700000001
SCHD_1_PDRP06-APND,-0.5988507700000001
SCHD_1_PDRP07-APND,-0.5988507700000001
SCHD_1_PDRP42-APND,-0.5988507700000001
SCHD_1_PDRP41-APND,-0.5988507700000001
SCHD_1_PDRP40-APND,-0.5988507700000001
SCHD_1_PDRP39-APND,-0.5988507700000001
SCHD_1_PDRP38-APND,-0.5988507700000001
SCHD_1_PDRP31-APND,-0.5988507700000001
SCHD_1_PDRP36-APND,-0.5988507700000001
SCHD_1_PDRP35-APND,-0.5988507700000001
SCHD_1_PDRP34-APND,-0.5988507700000001
SCHD_1_PDRP04-APND,-0.5988507700000001
SCHD_1_PDRP33-APND,-0.5988507700000001
SCHD_1_PDRP32-APND,-0.5988507700000001
SCHD_1_PDRP44-APND,-0.5988507700000001
SCHD_1_PDRP09-APND,-0.5988507700000001
SCHD_1_PDRP10-APND,-0.5988507700000001
SCHD_1_PDRP11-APND,-0.5988507700000001
SCHD_1_PDRP12-APND,-0.5988507700000001
SCHD_1_PDRP23-APND,-0.5988507700000001
SCHD_1_PDRP24-APND,-0.5988507700000001
SCHD_1_PDRP25-APND,-0.5988507700000001
SCHD_1_PDRP26-APND,-0.5988507700000001
SCHD_1_PDRP27-APND,-0.5988507700000001
SCHD_1_PDRP28-APND,-0.5988507700000001
SCHD_1_PDRP29-APND,-0.5988507700000001
SCHD_1_PDRP43-APND,-0.5988507700000001
SCHD_1_PDRP37-APND,-0.5988507700000001
SCHD_1_PDRP48-APND,-0.5988507700000001
SCHD_1_PDRP70-APND,-0.5988507700000001
SCHD_1_RDRR12-APND,-0.5988507700000001
SCHD_1_PDRP53-APND,-0.5988507700000001
SCHD_1_RDRR11-APND,-0.5988507700000001
SCHD_1_RDRR08-APND,-0.5988507700000001
SCHD_1_PDRP71-APND,-0.5988507700000001
SCHD_1_PDRP30-APND,-0.5988507700000001
SCHD_1_PDRP68-APND,-0.5988507700000001
SCHD_1_PDRP62-APND,-0.5988507700000001
SCHD_1_PDRP63-APND,-0.5988507700000001
SCHD_1_PDRP61-APND,-0.5988507700000001
SCHD_1_PDRP64-APND,-0.5988507700000001
MELONP_7_UNITS-APND,-0.5995592849999998
PNCHVS_2_SOLAR-APND,-0.60062269
PNOCHE_1_PL1X2-APND,-0.6007326300000002
POD_PNOCHE_1_PL1X2-APND,-0.6007326300000002
ELAND2_2_HYBRID-APND,-0.6016191649999999
ELAND1_2_HYBRID-APND,-0.6016578049999997
SLAP_PGZP-APND,-0.6017651
PTRPP_2_WIND-APND,-0.6018132849999998
RECPP_2_SOLAR-APND,-0.6018234049999998
BCNPPS5_2_SOLAR-APND,-0.6018685999999998
BCNPPS1_2_BATTERY-APND,-0.6018685999999998
BCNPPS1_2_SOLAR-APND,-0.6018685999999998
BCNPPS2_2_SOLAR-APND,-0.6018685999999998
BCNPPS3_2_SOLAR-APND,-0.6018685999999998
BCNPPS4_2_SOLAR-APND,-0.6018685999999998
PNCHPP_1_PL1X2-APND,-0.6020397199999998
